id,name,protein,carb,vegetable,sauce,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,prep_time_min,difficulty,ingredient_quantities,appliances,tags,instructions
69,turkey_noodles_69,turkey,noodles,spinach,cream sauce,520,58,40,14,4,2,336,24,quick,turkey:200g; noodles:150g; spinach:100g; cream sauce:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, quick, slow cooker",1. Batch cook turkey (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook spinach. 4. Combine turkey with cream sauce. 5. Serve with noodles.
70,turkey_noodles_70,turkey,noodles,onion,tomato sauce,520,58,40,14,4,2,796,12,quick,turkey:200g; noodles:150g; onion:100g; tomato sauce:75g; oil:10g,microwave,"batch-cooking, meal-prep, quick, microwave",1. Batch cook turkey (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook onion. 4. Combine turkey with tomato sauce. 5. Serve with noodles.
71,turkey_tortilla_71,turkey,tortilla,broccoli,pesto,658,58,75,14,8,4,414,81,weekend,turkey:200g; tortilla:150g; broccoli:100g; pesto:75g; oil:10g,"microwave, oven, slow cooker","batch-cooking, meal-prep, weekend, microwave, oven, slow cooker",1. Batch cook turkey (store for 2–3 meals). 2. Marinate the turkey for better flavor. 3. Prepare tortilla in bulk. 4. Cook broccoli. 5. Combine turkey with pesto. 6. Serve with tortilla. 7. Plate carefully and add garnish.
72,turkey_tortilla_72,turkey,tortilla,onion,tomato sauce,658,58,75,14,8,4,692,34,balanced,turkey:200g; tortilla:150g; onion:100g; tomato sauce:75g; oil:10g,air fryer,"batch-cooking, meal-prep, balanced, air fryer",1. Batch cook turkey (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook onion. 4. Combine turkey with tomato sauce. 5. Serve with tortilla.
73,shrimp_rice_73,shrimp,rice,spinach,soy sauce,468,48,42,12,4,2,731,20,quick,shrimp:200g; rice:150g; spinach:100g; soy sauce:75g; oil:10g,"stovetop, oven","batch-cooking, meal-prep, quick, stovetop, oven",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook spinach. 4. Combine shrimp with soy sauce. 5. Serve with rice.
74,shrimp_rice_74,shrimp,rice,broccoli,cream sauce,468,48,42,12,4,2,364,15,quick,shrimp:200g; rice:150g; broccoli:100g; cream sauce:75g; oil:10g,"air fryer, microwave","batch-cooking, meal-prep, quick, air fryer, microwave",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook broccoli. 4. Combine shrimp with cream sauce. 5. Serve with rice.
75,shrimp_pasta_75,shrimp,pasta,onion,teriyaki,450,48,38,12,4,2,790,34,balanced,shrimp:200g; pasta:150g; onion:100g; teriyaki:75g; oil:10g,"microwave, slow cooker","batch-cooking, meal-prep, balanced, microwave, slow cooker",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook onion. 4. Combine shrimp with teriyaki. 5. Serve with pasta.
76,shrimp_pasta_76,shrimp,pasta,zucchini,tomato sauce,450,48,38,12,4,2,321,23,quick,shrimp:200g; pasta:150g; zucchini:100g; tomato sauce:75g; oil:10g,microwave,"batch-cooking, meal-prep, quick, microwave",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook zucchini. 4. Combine shrimp with tomato sauce. 5. Serve with pasta.
77,shrimp_potatoes_77,shrimp,potatoes,green beans,tomato sauce,402,48,26,12,3,1,345,15,quick,shrimp:200g; potatoes:150g; green beans:100g; tomato sauce:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, quick, slow cooker",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook green beans. 4. Combine shrimp with tomato sauce. 5. Serve with potatoes.
78,shrimp_potatoes_78,shrimp,potatoes,carrots,soy sauce,402,48,26,12,3,1,380,33,balanced,shrimp:200g; potatoes:150g; carrots:100g; soy sauce:75g; oil:10g,"oven, slow cooker","batch-cooking, meal-prep, balanced, oven, slow cooker",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook carrots. 4. Combine shrimp with soy sauce. 5. Serve with potatoes.
79,shrimp_quinoa_79,shrimp,quinoa,green beans,cream sauce,450,54,32,12,3,2,416,85,weekend,shrimp:200g; quinoa:150g; green beans:100g; cream sauce:75g; oil:10g,air fryer,"batch-cooking, meal-prep, weekend, air fryer",1. Batch cook shrimp (store for 2–3 meals). 2. Marinate the shrimp for better flavor. 3. Prepare quinoa in bulk. 4. Cook green beans. 5. Combine shrimp with cream sauce. 6. Serve with quinoa. 7. Plate carefully and add garnish.
80,shrimp_quinoa_80,shrimp,quinoa,peppers,pesto,450,54,32,12,3,2,386,60,weekend,shrimp:200g; quinoa:150g; peppers:100g; pesto:75g; oil:10g,air fryer,"batch-cooking, meal-prep, weekend, air fryer",1. Batch cook shrimp (store for 2–3 meals). 2. Marinate the shrimp for better flavor. 3. Prepare quinoa in bulk. 4. Cook peppers. 5. Combine shrimp with pesto. 6. Serve with quinoa. 7. Plate carefully and add garnish.
81,shrimp_noodles_81,shrimp,noodles,peppers,cream sauce,462,48,40,12,4,2,472,69,weekend,shrimp:200g; noodles:150g; peppers:100g; cream sauce:75g; oil:10g,"air fryer, microwave, stovetop","batch-cooking, meal-prep, weekend, air fryer, microwave, stovetop",1. Batch cook shrimp (store for 2–3 meals). 2. Marinate the shrimp for better flavor. 3. Prepare noodles in bulk. 4. Cook peppers. 5. Combine shrimp with cream sauce. 6. Serve with noodles. 7. Plate carefully and add garnish.
82,shrimp_noodles_82,shrimp,noodles,carrots,cream sauce,462,48,40,12,4,2,679,11,quick,shrimp:200g; noodles:150g; carrots:100g; cream sauce:75g; oil:10g,"air fryer, stovetop","batch-cooking, meal-prep, quick, air fryer, stovetop",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook carrots. 4. Combine shrimp with cream sauce. 5. Serve with noodles.
83,shrimp_tortilla_83,shrimp,tortilla,carrots,garlic sauce,600,48,75,12,8,4,427,44,balanced,shrimp:200g; tortilla:150g; carrots:100g; garlic sauce:75g; oil:10g,"microwave, slow cooker","batch-cooking, meal-prep, balanced, microwave, slow cooker",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook carrots. 4. Combine shrimp with garlic sauce. 5. Serve with tortilla.
84,shrimp_tortilla_84,shrimp,tortilla,green beans,teriyaki,600,48,75,12,8,4,742,32,balanced,shrimp:200g; tortilla:150g; green beans:100g; teriyaki:75g; oil:10g,microwave,"batch-cooking, meal-prep, balanced, microwave",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook green beans. 4. Combine shrimp with teriyaki. 5. Serve with tortilla.
85,lentils_rice_85,lentils,rice,spinach,cream sauce,490,18,82,10,8,4,382,55,weekend,lentils:200g; rice:150g; spinach:100g; cream sauce:75g; oil:10g,air fryer,"batch-cooking, meal-prep, weekend, air fryer",1. Batch cook lentils (store for 2–3 meals). 2. Marinate the lentils for better flavor. 3. Prepare rice in bulk. 4. Cook spinach. 5. Combine lentils with cream sauce. 6. Serve with rice. 7. Plate carefully and add garnish.
86,lentils_rice_86,lentils,rice,peppers,pesto,490,18,82,10,8,4,649,63,weekend,lentils:200g; rice:150g; peppers:100g; pesto:75g; oil:10g,"air fryer, oven","batch-cooking, meal-prep, weekend, air fryer, oven",1. Batch cook lentils (store for 2–3 meals). 2. Marinate the lentils for better flavor. 3. Prepare rice in bulk. 4. Cook peppers. 5. Combine lentils with pesto. 6. Serve with rice. 7. Plate carefully and add garnish.
87,lentils_pasta_87,lentils,pasta,spinach,pesto,472,18,78,10,8,4,336,19,quick,lentils:200g; pasta:150g; spinach:100g; pesto:75g; oil:10g,"air fryer, stovetop","batch-cooking, meal-prep, quick, air fryer, stovetop",1. Batch cook lentils (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook spinach. 4. Combine lentils with pesto. 5. Serve with pasta.
88,lentils_pasta_88,lentils,pasta,broccoli,teriyaki,472,18,78,10,8,4,457,32,balanced,lentils:200g; pasta:150g; broccoli:100g; teriyaki:75g; oil:10g,oven,"batch-cooking, meal-prep, balanced, oven",1. Batch cook lentils (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook broccoli. 4. Combine lentils with teriyaki. 5. Serve with pasta.
89,lentils_potatoes_89,lentils,potatoes,onion,pesto,424,18,66,10,7,3,603,17,quick,lentils:200g; potatoes:150g; onion:100g; pesto:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, quick, slow cooker",1. Batch cook lentils (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook onion. 4. Combine lentils with pesto. 5. Serve with potatoes.
90,lentils_potatoes_90,lentils,potatoes,peppers,tomato sauce,424,18,66,10,7,3,555,45,balanced,lentils:200g; potatoes:150g; peppers:100g; tomato sauce:75g; oil:10g,"air fryer, oven","batch-cooking, meal-prep, balanced, air fryer, oven",1. Batch cook lentils (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook peppers. 4. Combine lentils with tomato sauce. 5. Serve with potatoes.
91,lentils_quinoa_91,lentils,quinoa,green beans,cream sauce,472,24,72,10,7,4,468,12,quick,lentils:200g; quinoa:150g; green beans:100g; cream sauce:75g; oil:10g,"stovetop, slow cooker","batch-cooking, meal-prep, quick, stovetop, slow cooker",1. Batch cook lentils (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook green beans. 4. Combine lentils with cream sauce. 5. Serve with quinoa.
92,lentils_quinoa_92,lentils,quinoa,peppers,tomato sauce,472,24,72,10,7,4,562,18,quick,lentils:200g; quinoa:150g; peppers:100g; tomato sauce:75g; oil:10g,"microwave, oven, slow cooker","batch-cooking, meal-prep, quick, microwave, oven, slow cooker",1. Batch cook lentils (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook peppers. 4. Combine lentils with tomato sauce. 5. Serve with quinoa.
93,lentils_noodles_93,lentils,noodles,onion,tomato sauce,484,18,80,10,8,4,647,17,quick,lentils:200g; noodles:150g; onion:100g; tomato sauce:75g; oil:10g,"air fryer, microwave, slow cooker","batch-cooking, meal-prep, quick, air fryer, microwave, slow cooker",1. Batch cook lentils (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook onion. 4. Combine lentils with tomato sauce. 5. Serve with noodles.
94,lentils_noodles_94,lentils,noodles,carrots,teriyaki,484,18,80,10,8,4,688,23,quick,lentils:200g; noodles:150g; carrots:100g; teriyaki:75g; oil:10g,"stovetop, oven, slow cooker","batch-cooking, meal-prep, quick, stovetop, oven, slow cooker",1. Batch cook lentils (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook carrots. 4. Combine lentils with teriyaki. 5. Serve with noodles.
95,lentils_tortilla_95,lentils,tortilla,green beans,teriyaki,622,18,115,10,12,6,694,26,balanced,lentils:200g; tortilla:150g; green beans:100g; teriyaki:75g; oil:10g,oven,"batch-cooking, meal-prep, balanced, oven",1. Batch cook lentils (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook green beans. 4. Combine lentils with teriyaki. 5. Serve with tortilla.
96,lentils_tortilla_96,lentils,tortilla,carrots,teriyaki,622,18,115,10,12,6,730,10,quick,lentils:200g; tortilla:150g; carrots:100g; teriyaki:75g; oil:10g,"air fryer, stovetop, oven","batch-cooking, meal-prep, quick, air fryer, stovetop, oven",1. Batch cook lentils (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook carrots. 4. Combine lentils with teriyaki. 5. Serve with tortilla.
97,tofu_quinoa_97,tofu,quinoa,carrots,tomato sauce,394,22,32,20,3,2,517,37,balanced,tofu:200g; quinoa:150g; carrots:100g; tomato sauce:75g; oil:10g,"stovetop, oven","batch-cooking, meal-prep, balanced, stovetop, oven",1. Batch cook tofu (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook carrots. 4. Combine tofu with tomato sauce. 5. Serve with quinoa.
98,turkey_tortilla_98,turkey,tortilla,peppers,tomato sauce,658,58,75,14,8,4,366,88,weekend,turkey:200g; tortilla:150g; peppers:100g; tomato sauce:75g; oil:10g,"stovetop, slow cooker","batch-cooking, meal-prep, weekend, stovetop, slow cooker",1. Batch cook turkey (store for 2–3 meals). 2. Marinate the turkey for better flavor. 3. Prepare tortilla in bulk. 4. Cook peppers. 5. Combine turkey with tomato sauce. 6. Serve with tortilla. 7. Plate carefully and add garnish.
99,chicken_pasta_99,chicken,pasta,carrots,cream sauce,560,62,38,18,4,2,350,37,balanced,chicken:200g; pasta:150g; carrots:100g; cream sauce:75g; oil:10g,"microwave, oven, slow cooker","batch-cooking, meal-prep, balanced, microwave, oven, slow cooker",1. Batch cook chicken (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook carrots. 4. Combine chicken with cream sauce. 5. Serve with pasta.
100,shrimp_rice_100,shrimp,rice,carrots,tomato sauce,468,48,42,12,4,2,675,25,balanced,shrimp:200g; rice:150g; carrots:100g; tomato sauce:75g; oil:10g,"air fryer, microwave, slow cooker","batch-cooking, meal-prep, balanced, air fryer, microwave, slow cooker",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook carrots. 4. Combine shrimp with tomato sauce. 5. Serve with rice.
101,chicken_tortilla_101,chicken,tortilla,carrots,pesto,710,62,75,18,8,4,713,14,quick,chicken:200g; tortilla:150g; carrots:100g; pesto:75g; oil:10g,"air fryer, microwave, oven","batch-cooking, meal-prep, quick, air fryer, microwave, oven",1. Batch cook chicken (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook carrots. 4. Combine chicken with pesto. 5. Serve with tortilla.
102,chicken_quinoa_102,chicken,quinoa,spinach,teriyaki,560,68,32,18,3,2,469,41,balanced,chicken:200g; quinoa:150g; spinach:100g; teriyaki:75g; oil:10g,"stovetop, oven, slow cooker","batch-cooking, meal-prep, balanced, stovetop, oven, slow cooker",1. Batch cook chicken (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook spinach. 4. Combine chicken with teriyaki. 5. Serve with quinoa.
103,turkey_potatoes_103,turkey,potatoes,peppers,pesto,460,58,26,14,3,1,561,22,quick,turkey:200g; potatoes:150g; peppers:100g; pesto:75g; oil:10g,stovetop,"batch-cooking, meal-prep, quick, stovetop",1. Batch cook turkey (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook peppers. 4. Combine turkey with pesto. 5. Serve with potatoes.
104,pork_noodles_104,pork,noodles,broccoli,pesto,720,54,40,38,4,2,478,34,balanced,pork:200g; noodles:150g; broccoli:100g; pesto:75g; oil:10g,air fryer,"batch-cooking, meal-prep, balanced, air fryer",1. Batch cook pork (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook broccoli. 4. Combine pork with pesto. 5. Serve with noodles.
105,tofu_quinoa_105,tofu,quinoa,onion,soy sauce,394,22,32,20,3,2,697,27,balanced,tofu:200g; quinoa:150g; onion:100g; soy sauce:75g; oil:10g,"microwave, stovetop, oven","batch-cooking, meal-prep, balanced, microwave, stovetop, oven",1. Batch cook tofu (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook onion. 4. Combine tofu with soy sauce. 5. Serve with quinoa.
106,tofu_tortilla_106,tofu,tortilla,carrots,cream sauce,544,16,75,20,8,4,733,23,quick,tofu:200g; tortilla:150g; carrots:100g; cream sauce:75g; oil:10g,"microwave, stovetop, oven","batch-cooking, meal-prep, quick, microwave, stovetop, oven",1. Batch cook tofu (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook carrots. 4. Combine tofu with cream sauce. 5. Serve with tortilla.
107,shrimp_rice_107,shrimp,rice,broccoli,soy sauce,468,48,42,12,4,2,411,37,balanced,shrimp:200g; rice:150g; broccoli:100g; soy sauce:75g; oil:10g,"air fryer, oven","batch-cooking, meal-prep, balanced, air fryer, oven",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook broccoli. 4. Combine shrimp with soy sauce. 5. Serve with rice.
108,chicken_noodles_108,chicken,noodles,zucchini,tomato sauce,572,62,40,18,4,2,391,31,balanced,chicken:200g; noodles:150g; zucchini:100g; tomato sauce:75g; oil:10g,"microwave, oven","batch-cooking, meal-prep, balanced, microwave, oven",1. Batch cook chicken (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook zucchini. 4. Combine chicken with tomato sauce. 5. Serve with noodles.
109,lentils_noodles_109,lentils,noodles,spinach,garlic sauce,484,18,80,10,8,4,366,16,quick,lentils:200g; noodles:150g; spinach:100g; garlic sauce:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, quick, slow cooker",1. Batch cook lentils (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook spinach. 4. Combine lentils with garlic sauce. 5. Serve with noodles.
110,lentils_noodles_110,lentils,noodles,broccoli,soy sauce,484,18,80,10,8,4,695,86,weekend,lentils:200g; noodles:150g; broccoli:100g; soy sauce:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, weekend, slow cooker",1. Batch cook lentils (store for 2–3 meals). 2. Marinate the lentils for better flavor. 3. Prepare noodles in bulk. 4. Cook broccoli. 5. Combine lentils with soy sauce. 6. Serve with noodles. 7. Plate carefully and add garnish.
111,salmon_rice_111,salmon,rice,peppers,cream sauce,692,50,42,36,4,2,483,11,quick,salmon:200g; rice:150g; peppers:100g; cream sauce:75g; oil:10g,"air fryer, slow cooker","batch-cooking, meal-prep, quick, air fryer, slow cooker",1. Batch cook salmon (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook peppers. 4. Combine salmon with cream sauce. 5. Serve with rice.
112,chicken_noodles_112,chicken,noodles,broccoli,pesto,572,62,40,18,4,2,632,78,weekend,chicken:200g; noodles:150g; broccoli:100g; pesto:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, weekend, slow cooker",1. Batch cook chicken (store for 2–3 meals). 2. Marinate the chicken for better flavor. 3. Prepare noodles in bulk. 4. Cook broccoli. 5. Combine chicken with pesto. 6. Serve with noodles. 7. Plate carefully and add garnish.
113,chicken_rice_113,chicken,rice,broccoli,pesto,578,62,42,18,4,2,595,14,quick,chicken:200g; rice:150g; broccoli:100g; pesto:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, quick, slow cooker",1. Batch cook chicken (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook broccoli. 4. Combine chicken with pesto. 5. Serve with rice.
114,beef_pasta_114,beef,pasta,spinach,teriyaki,718,52,38,40,4,2,687,85,weekend,beef:200g; pasta:150g; spinach:100g; teriyaki:75g; oil:10g,air fryer,"batch-cooking, meal-prep, weekend, air fryer",1. Batch cook beef (store for 2–3 meals). 2. Marinate the beef for better flavor. 3. Prepare pasta in bulk. 4. Cook spinach. 5. Combine beef with teriyaki. 6. Serve with pasta. 7. Plate carefully and add garnish.
115,beef_rice_115,beef,rice,onion,teriyaki,736,52,42,40,4,2,501,31,balanced,beef:200g; rice:150g; onion:100g; teriyaki:75g; oil:10g,air fryer,"batch-cooking, meal-prep, balanced, air fryer",1. Batch cook beef (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook onion. 4. Combine beef with teriyaki. 5. Serve with rice.
116,shrimp_rice_116,shrimp,rice,peppers,cream sauce,468,48,42,12,4,2,709,40,balanced,shrimp:200g; rice:150g; peppers:100g; cream sauce:75g; oil:10g,stovetop,"batch-cooking, meal-prep, balanced, stovetop",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook peppers. 4. Combine shrimp with cream sauce. 5. Serve with rice.
117,shrimp_pasta_117,shrimp,pasta,spinach,soy sauce,450,48,38,12,4,2,712,55,weekend,shrimp:200g; pasta:150g; spinach:100g; soy sauce:75g; oil:10g,"air fryer, stovetop, oven","batch-cooking, meal-prep, weekend, air fryer, stovetop, oven",1. Batch cook shrimp (store for 2–3 meals). 2. Marinate the shrimp for better flavor. 3. Prepare pasta in bulk. 4. Cook spinach. 5. Combine shrimp with soy sauce. 6. Serve with pasta. 7. Plate carefully and add garnish.
