id,name,protein,carb,vegetable,sauce,calories,protein_g,carbs_g,fat_g,prep_time_min,difficulty,instructions
85,pork_noodles_meal_extra_85,pork,noodles,broccoli,cream sauce,475,37,59,28,45,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the pork until done. 5. Add the broccoli and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the noodles and serve.
86,tofu_noodles_meal_extra_86,tofu,noodles,green beans,teriyaki,601,39,63,24,32,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the tofu until done. 5. Add the green beans and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the noodles and serve.
87,beef_rice_meal_extra_87,beef,rice,broccoli,cream sauce,842,38,98,24,49,hard,1. Prepare the beef by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the beef until done. 5. Add the broccoli and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the rice and serve.
88,lentils_rice_meal_extra_88,lentils,rice,peppers,cream sauce,678,35,82,10,32,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the lentils until done. 5. Add the peppers and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the rice and serve.
89,shrimp_potatoes_meal_extra_89,shrimp,potatoes,spinach,cream sauce,592,40,100,23,38,easy,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the shrimp until done. 5. Add the spinach and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the potatoes and serve.
90,salmon_noodles_meal_extra_90,salmon,noodles,spinach,pesto,784,40,57,16,28,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the salmon until done. 5. Add the spinach and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the noodles and serve.
91,turkey_quinoa_meal_extra_91,turkey,quinoa,broccoli,teriyaki,447,30,95,14,54,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the turkey until done. 5. Add the broccoli and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the quinoa and serve.
92,salmon_pasta_meal_extra_92,salmon,pasta,carrots,soy sauce,686,39,95,27,29,medium,1. Prepare the salmon by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the salmon until done. 5. Add the carrots and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the pasta and serve.
93,chicken_quinoa_meal_extra_93,chicken,quinoa,carrots,garlic sauce,520,33,77,16,54,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the chicken until done. 5. Add the carrots and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the quinoa and serve.
94,shrimp_rice_meal_extra_94,shrimp,rice,peppers,pesto,435,33,99,24,45,hard,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the shrimp until done. 5. Add the peppers and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the rice and serve.
95,lentils_pasta_meal_extra_95,lentils,pasta,spinach,tomato sauce,756,43,83,27,45,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the lentils until done. 5. Add the spinach and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the pasta and serve.
96,shrimp_rice_meal_extra_96,shrimp,rice,peppers,garlic sauce,833,51,55,19,13,hard,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the shrimp until done. 5. Add the peppers and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the rice and serve.
97,salmon_noodles_meal_extra_97,salmon,noodles,carrots,cream sauce,740,51,98,21,16,hard,1. Prepare the salmon by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the salmon until done. 5. Add the carrots and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the noodles and serve.
98,salmon_pasta_meal_extra_98,salmon,pasta,broccoli,tomato sauce,516,27,94,15,50,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the salmon until done. 5. Add the broccoli and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the pasta and serve.
99,beef_rice_meal_extra_99,beef,rice,zucchini,garlic sauce,825,34,100,30,54,medium,1. Prepare the beef by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the beef until done. 5. Add the zucchini and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the rice and serve.
100,lentils_quinoa_meal_extra_100,lentils,quinoa,broccoli,soy sauce,407,59,90,12,30,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the lentils until done. 5. Add the broccoli and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the quinoa and serve.
101,beef_pasta_meal_extra_101,beef,pasta,zucchini,garlic sauce,806,33,52,19,50,easy,1. Prepare the beef by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the beef until done. 5. Add the zucchini and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the pasta and serve.
102,turkey_noodles_meal_extra_102,turkey,noodles,zucchini,garlic sauce,437,26,79,15,26,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the turkey until done. 5. Add the zucchini and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the noodles and serve.
103,pork_quinoa_meal_extra_103,pork,quinoa,zucchini,pesto,700,23,73,14,46,easy,1. Prepare the pork by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the pork until done. 5. Add the zucchini and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the quinoa and serve.
104,lentils_rice_meal_extra_104,lentils,rice,spinach,tomato sauce,651,36,79,10,17,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the lentils until done. 5. Add the spinach and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the rice and serve.
105,chicken_potatoes_meal_extra_105,chicken,potatoes,broccoli,cream sauce,628,29,78,35,17,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the chicken until done. 5. Add the broccoli and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the potatoes and serve.
106,turkey_potatoes_meal_extra_106,turkey,potatoes,spinach,pesto,662,33,53,15,60,easy,1. Prepare the turkey by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the turkey until done. 5. Add the spinach and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
107,shrimp_potatoes_meal_extra_107,shrimp,potatoes,zucchini,cream sauce,404,34,62,18,57,medium,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the shrimp until done. 5. Add the zucchini and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the potatoes and serve.
108,salmon_quinoa_meal_extra_108,salmon,quinoa,broccoli,teriyaki,889,35,53,24,11,medium,1. Prepare the salmon by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the salmon until done. 5. Add the broccoli and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the quinoa and serve.
109,pork_quinoa_meal_extra_109,pork,quinoa,broccoli,cream sauce,463,36,52,12,41,easy,1. Prepare the pork by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the pork until done. 5. Add the broccoli and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the quinoa and serve.
110,turkey_noodles_meal_extra_110,turkey,noodles,spinach,teriyaki,619,20,56,21,45,easy,1. Prepare the turkey by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the turkey until done. 5. Add the spinach and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the noodles and serve.
111,lentils_potatoes_meal_extra_111,lentils,potatoes,green beans,pesto,818,45,68,21,27,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the lentils until done. 5. Add the green beans and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
112,pork_noodles_meal_extra_112,pork,noodles,spinach,pesto,694,49,73,29,58,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the pork until done. 5. Add the spinach and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the noodles and serve.
113,chicken_noodles_meal_extra_113,chicken,noodles,green beans,tomato sauce,455,40,100,26,32,easy,1. Prepare the chicken by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the chicken until done. 5. Add the green beans and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the noodles and serve.
114,chicken_rice_meal_extra_114,chicken,rice,green beans,tomato sauce,511,59,96,18,45,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the chicken until done. 5. Add the green beans and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the rice and serve.
115,chicken_potatoes_meal_extra_115,chicken,potatoes,broccoli,pesto,698,33,65,25,54,medium,1. Prepare the chicken by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the chicken until done. 5. Add the broccoli and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
116,chicken_rice_meal_extra_116,chicken,rice,spinach,garlic sauce,613,20,98,29,33,easy,1. Prepare the chicken by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the chicken until done. 5. Add the spinach and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the rice and serve.
117,turkey_rice_meal_extra_117,turkey,rice,green beans,pesto,540,50,69,30,53,medium,1. Prepare the turkey by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the turkey until done. 5. Add the green beans and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the rice and serve.
118,shrimp_potatoes_meal_extra_118,shrimp,potatoes,zucchini,pesto,536,42,97,10,36,easy,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the shrimp until done. 5. Add the zucchini and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
119,chicken_noodles_meal_extra_119,chicken,noodles,zucchini,garlic sauce,761,33,62,20,46,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the chicken until done. 5. Add the zucchini and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the noodles and serve.
120,beef_potatoes_meal_extra_120,beef,potatoes,carrots,pesto,417,42,59,23,54,hard,1. Prepare the beef by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the beef until done. 5. Add the carrots and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
